QuestionId,CorrectRate
0,0.44345661450924606
1,0.5714285714285714
2,0.3852140077821012
3,0.8087574850299402
4,0.4014084507042254
5,0.1908763505402161
6,0.5285215366705471
7,0.34831460674157305
8,0.3919209282337774
9,0.36330935251798563
10,0.4020356234096692
11,0.45831414094887146
12,0.3991769547325103
13,0.6965845909451946
14,0.6682380671773719
15,0.5
16,0.5834782608695652
17,0.42924528301886794
18,0.3175333640128854
19,0.6355869242199108
20,0.6338605741066198
21,0.40875912408759124
22,0.618519842688595
23,0.44905008635578586
24,0.6194061062317022
25,0.8116182572614108
26,0.5282392026578073
27,0.45169600686990125
28,0.4888888888888889
29,0.6161849710982659
30,0.507643085673658
31,0.6719858156028369
32,0.38571428571428573
33,0.25
34,0.49099485420240135
35,0.5161290322580645
36,0.407496977025393
37,0.6055408970976254
38,0.4959709911361805
39,0.45607978519370923
40,0.3501346671796845
41,0.3343949044585987
42,0.3614457831325301
43,0.75
44,0.3259566620562471
45,0.4266263237518911
46,0.2638997650743931
47,0.59500693481276
48,0.381903642773208
49,0.45301112389719983
50,0.5885792913656691
51,0.5290731145653426
52,0.411199331383201
53,0.47384219554030876
54,0.4235565819861432
55,0.4344317417619368
56,0.5164498852333589
57,0.38461538461538464
58,0.4230769230769231
59,0.8125244618395303
60,0.40625
61,0.23076923076923078
62,0.4487917146144994
63,0.3089983022071307
64,0.7690205011389522
65,0.8311733800350263
66,0.5178466939730837
67,0.3678474114441417
68,0.2823529411764706
69,0.525314046440807
70,0.29896907216494845
71,0.39780306002353866
72,0.5347846663511595
73,0.5882352941176471
74,0.48619447779111646
75,0.5913608562691132
76,0.5038759689922481
77,0.3385146804835924
78,0.6784037558685446
79,0.3371824480369515
80,0.703942380591357
81,0.5043478260869565
82,0.6288951841359773
83,0.5342512908777969
84,0.38599162542824517
85,0.4340557275541796
86,0.7569794050343249
87,0.28617571059431524
88,0.5244969378827646
89,0.7048846675712347
90,0.5777149777957207
91,0.4672733636681834
92,0.5099052540913006
93,0.2279475982532751
94,0.2549317147192716
95,0.38443935926773454
96,0.3950617283950617
97,0.5830055074744296
98,0.46551724137931033
99,0.4632352941176471
100,0.6666666666666666
101,0.4375724777734828
102,0.44692737430167595
103,0.5780661364587694
104,0.2247191011235955
105,0.5554903112155021
106,0.5435606060606061
107,0.3717948717948718
108,0.3333333333333333
109,0.45045045045045046
110,0.2727272727272727
111,0.6800766283524904
112,0.34615384615384615
113,0.45454545454545453
114,0.4807692307692308
115,0.4230769230769231
116,0.532516493873704
117,0.3
118,0.5184887459807074
119,0.45314401622718053
120,0.36584227718152124
121,0.3592814371257485
122,0.6556383970177073
123,0.4435634328358209
124,0.38095238095238093
125,0.5447409733124019
126,0.25301204819277107
127,0.43119266055045874
128,0.28205128205128205
129,0.4796279893711249
130,0.34807327858496523
131,0.46017699115044247
132,0.38777908343125733
133,0.6589721254355401
134,0.6441947565543071
135,0.4472
136,0.36619718309859156
137,0.625
138,0.7092511013215859
139,0.3333333333333333
140,0.40718562874251496
141,0.45348837209302323
142,0.2718762718762719
143,0.7113115891741846
144,0.48201438848920863
145,0.4779116465863454
146,0.226507713884993
147,0.5942350332594235
148,0.3794225294835299
149,0.3269230769230769
150,0.563894523326572
151,0.4928131416837782
152,0.3487592219986586
153,0.75
154,0.7866724361748161
155,0.1647761194029851
156,0.48392554991539766
157,0.6983852364475202
158,0.4008152173913043
159,0.3684456928838951
160,0.6034868126955745
161,0.331370239497448
162,0.3880407124681934
163,0.7555555555555555
164,0.7130434782608696
165,0.5597210113339146
166,0.34615384615384615
167,0.42098688319800126
168,0.6990291262135923
169,0.2619461337966985
170,0.6307592472420506
171,0.5099243856332704
172,0.30194805194805197
173,0.35766423357664234
174,0.3791748526522593
175,0.3
176,0.5779816513761468
177,0.4793713163064833
178,0.8580778504994833
179,0.28205128205128205
180,0.25
181,0.31881533101045295
182,0.26057906458797325
183,0.46070878274268107
184,0.6193365695792881
185,0.6725598526703499
186,0.37359792924935287
187,0.49221611721611724
188,0.3968253968253968
189,0.3595505617977528
190,0.6479473276529821
191,0.34522439585730724
192,0.275
193,0.5395248380129589
194,0.459214501510574
195,0.7486296006264683
196,0.5672630881378397
197,0.3476454293628809
198,0.48773006134969327
199,0.7754551584625758
200,0.6433734939759036
201,0.40037593984962405
202,0.7776781712236666
203,0.47134502923976607
204,0.42872117400419285
205,0.45176470588235296
206,0.3559090909090909
207,0.5443155452436195
208,0.24358974358974358
209,0.7150201983106867
210,0.3752032520325203
211,0.6892430278884463
212,0.36947278911564624
213,0.5997458703939009
214,0.4286701208981002
215,0.38674698795180723
216,0.5814163283716735
217,0.40392706872370265
218,0.28251400124455506
219,0.45816372682044326
220,0.49264705882352944
221,0.5510534846029174
222,0.6013157894736842
223,0.27
224,0.4843205574912892
225,0.34444444444444444
226,0.3833729216152019
227,0.6731220657276995
228,0.39285714285714285
229,0.3670668953687822
230,0.3
231,0.7367694431661298
232,0.5092748735244519
233,0.49002302379125096
234,0.4214749713412304
